Component	Property	XmlTag	MinOccurs	MaxOccurs	CSharpType	Status
MaintenanceDelegation13	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory16Code>	ProvisionallyRegistered
MaintenanceDelegation14	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory16Code>	ProvisionallyRegistered
MaintenanceDelegation15	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory16Code>	ProvisionallyRegistered
MaintenanceDelegation16	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory16Code>	ProvisionallyRegistered
MaintenanceDelegation17	MaintenanceService	MntncSvc	1	*	ValueList<DataSetCategory19Code>	ProvisionallyRegistered
MaintenanceDelegation18	MaintenanceService	MntncSvc	1	*	ValueList<DataSetCategory19Code>	ProvisionallyRegistered
MaintenanceDelegation19	MaintenanceService	MntncSvc	1	*	ValueList<DataSetCategory19Code>	ProvisionallyRegistered
MaintenanceDelegation2	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory6Code>	ProvisionallyRegistered
MaintenanceDelegation20	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory19Code>	ProvisionallyRegistered
MaintenanceDelegation3	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory11Code>	ProvisionallyRegistered
MaintenanceDelegation4	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory6Code>	ProvisionallyRegistered
MaintenanceDelegation5	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory11Code>	ProvisionallyRegistered
MaintenanceDelegation6	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory11Code>	ProvisionallyRegistered
MaintenanceDelegation7	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory13Code>	ProvisionallyRegistered
MaintenanceDelegation8	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory13Code>	ProvisionallyRegistered
MaintenanceDelegation9	MaintenanceService	MntncSvc	1	*	SimpleValueList<DataSetCategory11Code>	ProvisionallyRegistered
MaintenanceDelegationRequest1	RequestedDelegation	ReqdDlgtn	1	*	ValueList<MaintenanceDelegation1>	ProvisionallyRegistered
MaintenanceDelegationRequest10	RequestedDelegation	ReqdDlgtn	1	*	ValueList<MaintenanceDelegation18>	ProvisionallyRegistered
MaintenanceDelegationRequest11	RequestedDelegation	ReqdDlgtn	1	*	ValueList<MaintenanceDelegation19>	ProvisionallyRegistered
MaintenanceDelegationRequest12	RequestedDelegation	ReqdDlgtn	1	*	ValueList<MaintenanceDelegation20>	ProvisionallyRegistered
MaintenanceDelegationRequest2	RequestedDelegation	ReqdDlgtn	1	*	ValueList<MaintenanceDelegation3>	ProvisionallyRegistered
MaintenanceDelegationRequest3	RequestedDelegation	ReqdDlgtn	1	*	ValueList<MaintenanceDelegation5>	ProvisionallyRegistered
MaintenanceDelegationRequest4	RequestedDelegation	ReqdDlgtn	1	*	ValueList<MaintenanceDelegation7>	ProvisionallyRegistered
MaintenanceDelegationRequest5	RequestedDelegation	ReqdDlgtn	1	*	ValueList<MaintenanceDelegation8>	ProvisionallyRegistered
MaintenanceDelegationRequest6	RequestedDelegation	ReqdDlgtn	1	*	ValueList<MaintenanceDelegation10>	ProvisionallyRegistered
MaintenanceDelegationRequest7	RequestedDelegation	ReqdDlgtn	1	*	ValueList<MaintenanceDelegation11>	ProvisionallyRegistered
MaintenanceDelegationRequest8	RequestedDelegation	ReqdDlgtn	1	*	ValueList<MaintenanceDelegation13>	ProvisionallyRegistered
MaintenanceDelegationRequest9	RequestedDelegation	ReqdDlgtn	1	*	ValueList<MaintenanceDelegation15>	ProvisionallyRegistered
MaintenanceDelegationResponse1	DelegationResponse	DlgtnRspn	1	*	ValueList<MaintenanceDelegation2>	ProvisionallyRegistered
MaintenanceDelegationResponse2	DelegationResponse	DlgtnRspn	1	*	ValueList<MaintenanceDelegation4>	ProvisionallyRegistered
MaintenanceDelegationResponse3	DelegationResponse	DlgtnRspn	1	*	ValueList<MaintenanceDelegation6>	ProvisionallyRegistered
MaintenanceDelegationResponse4	DelegationResponse	DlgtnRspn	1	*	ValueList<MaintenanceDelegation9>	ProvisionallyRegistered
MaintenanceDelegationResponse5	DelegationResponse	DlgtnRspn	1	*	ValueList<MaintenanceDelegation12>	ProvisionallyRegistered
MaintenanceDelegationResponse6	DelegationResponse	DlgtnRspn	1	*	ValueList<MaintenanceDelegation14>	ProvisionallyRegistered
MaintenanceDelegationResponse7	DelegationResponse	DlgtnRspn	1	*	ValueList<MaintenanceDelegation16>	ProvisionallyRegistered
MaintenanceDelegationResponse8	DelegationResponse	DlgtnRspn	1	*	ValueList<MaintenanceDelegation17>	ProvisionallyRegistered
ManagementPlan1	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet2>	ProvisionallyRegistered
ManagementPlan2	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet5>	ProvisionallyRegistered
ManagementPlan3	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet10>	ProvisionallyRegistered
ManagementPlanContent1	Action	Actn	1	*	ValueList<TMSAction1>	ProvisionallyRegistered
ManagementPlanContent10	Action	Actn	1	*	ValueList<TMSAction10>	ProvisionallyRegistered
ManagementPlanContent11	Action	Actn	1	*	ValueList<TMSAction11>	ProvisionallyRegistered
ManagementPlanContent12	Action	Actn	1	*	ValueList<TMSAction12>	ProvisionallyRegistered
ManagementPlanContent13	Action	Actn	1	*	ValueList<TMSAction13>	ProvisionallyRegistered
ManagementPlanContent14	Action	Actn	1	*	ValueList<TMSAction14>	ProvisionallyRegistered
ManagementPlanContent2	Action	Actn	1	*	ValueList<TMSAction2>	ProvisionallyRegistered
ManagementPlanContent3	Action	Actn	1	*	ValueList<TMSAction3>	ProvisionallyRegistered
ManagementPlanContent4	Action	Actn	1	*	ValueList<TMSAction4>	ProvisionallyRegistered
ManagementPlanContent5	Action	Actn	1	*	ValueList<TMSAction5>	ProvisionallyRegistered
ManagementPlanContent6	Action	Actn	1	*	ValueList<TMSAction6>	ProvisionallyRegistered
ManagementPlanContent7	Action	Actn	1	*	ValueList<TMSAction7>	ProvisionallyRegistered
ManagementPlanContent8	Action	Actn	1	*	ValueList<TMSAction8>	ProvisionallyRegistered
ManagementPlanContent9	Action	Actn	1	*	ValueList<TMSAction9>	ProvisionallyRegistered
MarginAccount1	PositionAccount	PosAcct	1	*	ValueList<PositionAccount1>	ProvisionallyRegistered
MarginReport1	MarginDetails	MrgnDtls	1	*	ValueList<Margin2>	ProvisionallyRegistered
MarginReport1	MarginProduct	MrgnPdct	1	*	ValueList<MarginProductType1Choice_>	ProvisionallyRegistered
MarginReport2	MarginCalculation	MrgnClctn	1	*	ValueList<MarginCalculation2>	ProvisionallyRegistered
Meeting2	Location	Lctn	1	5	ValueList<LocationFormat1Choice_>	ProvisionallyRegistered
Meeting3	Location	Lctn	1	5	ValueList<LocationFormat1Choice_>	ProvisionallyRegistered
Meeting4	Location	Lctn	1	5	ValueList<LocationFormat1Choice_>	ProvisionallyRegistered
Meeting5	Location	Lctn	1	5	ValueList<LocationFormat1Choice_>	ProvisionallyRegistered
Meeting6	Location	Lctn	1	5	ValueList<LocationFormat1Choice_>	ProvisionallyRegistered
MetadataReport5	RegulatoryData	RgltryData	1	*	ValueList<Document28>	ProvisionallyRegistered
ModificationScope30	AdditionalInformation	AddtlInf	1	*	ValueList<AccountRestrictions1>	ProvisionallyRegistered
ModificationScope35	AdditionalInformation	AddtlInf	1	*	ValueList<AdditiononalInformation12>	ProvisionallyRegistered
ModificationScope45	AdditionalInformation	AddtlInf	1	*	ValueList<AdditiononalInformation13>	ProvisionallyRegistered
MultilateralSettlementRequest2	MovementRecord	MvmntRcrd	2	*	ValueList<MovementRecord1>	ProvisionallyRegistered
MultilateralSettlementRequest3	MovementRecord	MvmntRcrd	2	*	ValueList<MovementRecord2>	ProvisionallyRegistered
Narrative1	Text	Txt	1	5	SimpleValueList<string>	ProvisionallyRegistered
NettingCutOff1	NewCutOff	NewCutOff	1	*	ValueList<CutOff1>	ProvisionallyRegistered
NettingCutOff2	NewCutOff	NewCutOff	1	*	ValueList<CutOff1>	ProvisionallyRegistered
NetworkParameters3	Address	Adr	1	*	ValueList<NetworkParameters4>	ProvisionallyRegistered
NetworkParameters5	Address	Adr	1	*	ValueList<NetworkParameters4>	ProvisionallyRegistered
NetworkParameters7	Address	Adr	1	*	ValueList<NetworkParameters9>	ProvisionallyRegistered
NewAccount1	AccountParty	AcctPty	1	*	ValueList<IndividualPerson19>	ProvisionallyRegistered
NewAccount2	AccountParty	AcctPty	1	*	ValueList<IndividualPerson36>	ProvisionallyRegistered
NewAccount3	AccountParty	AcctPty	1	*	ValueList<IndividualPerson36>	ProvisionallyRegistered
NewAccount4	AccountParty	AcctPty	1	*	ValueList<IndividualPerson44>	ProvisionallyRegistered
NewOrderReport2	Order	Ordr	1	*	ValueList<OrderData3>	ProvisionallyRegistered
NonClearingReason2	ClearingExemptionException	ClrXmptnXcptn	1	*	SimpleValueList<ClearingExemptionException1Code>	ProvisionallyRegistered
NonEquitySubClass1	SegmentationCriteria	SgmttnCrit	1	*	ValueList<NonEquitySubClassSegmentationCriterion1>	ProvisionallyRegistered
NonFinancialInstitutionSector10	Sector	Sctr	1	*	ValueList<GenericIdentification175>	ProvisionallyRegistered
NonFinancialRequestContentComponent1	NonFinancialRequestType	NonFinReqTp	1	*	SimpleValueList<NonFinancialRequestType1Code>	ProvisionallyRegistered
NonFinancialRequestContentComponent2	NonFinancialRequestType	NonFinReqTp	1	*	SimpleValueList<NonFinancialRequestType1Code>	ProvisionallyRegistered
NonFinancialRequestContentComponent3	NonFinancialRequestType	NonFinReqTp	1	*	SimpleValueList<NonFinancialRequestType2Code>	ProvisionallyRegistered
NonFinancialRequestContentComponent4	NonFinancialRequestType	NonFinReqTp	1	*	ValueList<NonFinancialRequestType2Code>	ProvisionallyRegistered
NonFinancialRequestContentComponent5	NonFinancialRequestType	NonFinReqTp	1	*	ValueList<NonFinancialRequestType2Code>	ProvisionallyRegistered
NonFinancialRequestContentComponent6	NonFinancialRequestType	NonFinReqTp	1	*	SimpleValueList<NonFinancialRequestType2Code>	ProvisionallyRegistered
NonFinancialResponseComponent1	ResponseContent	RspnCntt	1	*	ValueList<NonFinancialResponseContentComponent1>	ProvisionallyRegistered
NonFinancialResponseComponent2	ResponseContent	RspnCntt	1	*	ValueList<NonFinancialResponseContentComponent2>	ProvisionallyRegistered
NonFinancialResponseComponent3	ResponseContent	RspnCntt	1	*	ValueList<NonFinancialResponseContentComponent3>	ProvisionallyRegistered
NonFinancialResponseComponent4	ResponseContent	RspnCntt	1	*	ValueList<NonFinancialResponseContentComponent4>	ProvisionallyRegistered
NonFinancialResponseComponent5	ResponseContent	RspnCntt	1	*	ValueList<NonFinancialResponseContentComponent5>	ProvisionallyRegistered
NonFinancialResponseComponent6	ResponseContent	RspnCntt	1	*	ValueList<NonFinancialResponseContentComponent6>	ProvisionallyRegistered
NotificationCancellationRejectionReason1	Reason	Rsn	1	*	ValueList<RejectionReason11FormatChoice_>	ProvisionallyRegistered
NotificationCancellationRejectionReason2	Reason	Rsn	1	*	ValueList<RejectionReason11Format1Choice_>	ProvisionallyRegistered
NotificationRejectionReason1	Reason	Rsn	1	*	ValueList<RejectionReason6FormatChoice_>	ProvisionallyRegistered
NotificationRejectionReason2	Reason	Rsn	1	*	ValueList<RejectionReason6Format1Choice_>	ProvisionallyRegistered
NotificationRejectionReason3	Reason	Rsn	1	*	ValueList<RejectionReason6Format2Choice_>	ProvisionallyRegistered
NumberOfTransactionsPerValidationRule5	ReportStatus	RptSts	1	*	ValueList<RejectionReason45>	ProvisionallyRegistered
NumberOfTransactionsPerValidationRule6	ReportStatus	RptSts	1	*	ValueList<RejectionReason70>	ProvisionallyRegistered
OpeningConditions1	SettlementRateSource	SttlmRateSrc	1	2	ValueList<SettlementRateSource1>	ProvisionallyRegistered
OperationMandate1	BankOperation	BkOpr	1	*	ValueList<BankTransactionCodeStructure4>	ProvisionallyRegistered
OperationMandate2	ApplicableChannel	AplblChanl	1	*	ValueList<Channel2Choice_>	ProvisionallyRegistered
OperationMandate2	BankOperation	BkOpr	1	*	ValueList<BankTransactionCodeStructure4>	ProvisionallyRegistered
OperationMandate3	ApplicableChannel	AplblChanl	1	*	ValueList<Channel2Choice_>	ProvisionallyRegistered
OperationMandate3	BankOperation	BkOpr	1	*	ValueList<BankTransactionCodeStructure4>	ProvisionallyRegistered
OperationMandate4	ApplicableChannel	AplblChanl	1	*	ValueList<Channel2Choice_>	ProvisionallyRegistered
OperationMandate4	BankOperation	BkOpr	1	*	ValueList<BankTransactionCodeStructure4>	ProvisionallyRegistered
OperationMandate5	ApplicableChannel	AplblChanl	1	*	ValueList<Channel2Choice_>	ProvisionallyRegistered
OperationMandate5	BankOperation	BkOpr	1	*	ValueList<BankTransactionCodeStructure4>	ProvisionallyRegistered
OperationMandate6	ApplicableChannel	AplblChanl	1	*	ValueList<Channel2Choice_>	ProvisionallyRegistered
OperationMandate6	BankOperation	BkOpr	1	*	ValueList<BankTransactionCodeStructure4>	ProvisionallyRegistered
OperationMandate7	ApplicableChannel	AplblChanl	1	*	ValueList<Channel2Choice_>	ProvisionallyRegistered
OperationMandate7	BankOperation	BkOpr	1	*	ValueList<BankTransactionCodeStructure4>	ProvisionallyRegistered
Option14	ExpirationStyle	XprtnStyle	1	4	SimpleValueList<OptionStyle5Code>	ProvisionallyRegistered
OrderStatusAndReason7	Rejected	Rjctd	1	10	ValueList<RejectedStatus6>	ProvisionallyRegistered
Organisation13	PostalAddress	PstlAdr	1	5	ValueList<PostalAddress3>	ProvisionallyRegistered
Organisation16	PostalAddress	PstlAdr	1	5	ValueList<PostalAddress3>	ProvisionallyRegistered
Organisation2	PostalAddress	PstlAdr	1	5	ValueList<PostalAddress3>	ProvisionallyRegistered
Organisation23	PostalAddress	PstlAdr	1	5	ValueList<PostalAddress21>	ProvisionallyRegistered
Organisation24	PostalAddress	PstlAdr	1	10	ValueList<PostalAddress21>	ProvisionallyRegistered
Organisation38	PostalAddress	PstlAdr	1	5	ValueList<PostalAddress3>	ProvisionallyRegistered
OriginalNotificationReference1	OriginalItem	OrgnlItm	1	*	ValueList<OriginalItem2>	ProvisionallyRegistered
OriginalNotificationReference10	OriginalItem	OrgnlItm	1	*	ValueList<OriginalItem6>	ProvisionallyRegistered
OriginalNotificationReference11	OriginalItemAndStatus	OrgnlItmAndSts	1	*	ValueList<OriginalItemAndStatus7>	ProvisionallyRegistered
OriginalNotificationReference12	OriginalItem	OrgnlItm	1	*	ValueList<OriginalItem7>	ProvisionallyRegistered
OriginalNotificationReference13	OriginalItemAndStatus	OrgnlItmAndSts	1	*	ValueList<OriginalItemAndStatus8>	ProvisionallyRegistered
OriginalNotificationReference14	OriginalItem	OrgnlItm	1	*	ValueList<OriginalItem8>	ProvisionallyRegistered
OriginalNotificationReference15	OriginalItemAndStatus	OrgnlItmAndSts	1	*	ValueList<OriginalItemAndStatus9>	ProvisionallyRegistered
OriginalNotificationReference16	OriginalItem	OrgnlItm	1	*	ValueList<OriginalItem9>	ProvisionallyRegistered
OriginalNotificationReference2	OriginalItemAndStatus	OrgnlItmAndSts	1	*	ValueList<OriginalItemAndStatus2>	ProvisionallyRegistered
OriginalNotificationReference3	OriginalItemAndStatus	OrgnlItmAndSts	1	*	ValueList<OriginalItemAndStatus3>	ProvisionallyRegistered
OriginalNotificationReference4	OriginalItem	OrgnlItm	1	*	ValueList<OriginalItem3>	ProvisionallyRegistered
OriginalNotificationReference5	OriginalItemAndStatus	OrgnlItmAndSts	1	*	ValueList<OriginalItemAndStatus4>	ProvisionallyRegistered
OriginalNotificationReference6	OriginalItem	OrgnlItm	1	*	ValueList<OriginalItem4>	ProvisionallyRegistered
OriginalNotificationReference7	OriginalItemAndStatus	OrgnlItmAndSts	1	*	ValueList<OriginalItemAndStatus5>	ProvisionallyRegistered
OriginalNotificationReference8	OriginalItem	OrgnlItm	1	*	ValueList<OriginalItem5>	ProvisionallyRegistered
OriginalNotificationReference9	OriginalItemAndStatus	OrgnlItmAndSts	1	*	ValueList<OriginalItemAndStatus6>	ProvisionallyRegistered
OriginalReportStatistics3	NumberOfRecordsPerStatus	NbOfRcrdsPerSts	1	*	ValueList<NumberOfRecordsPerStatus1>	ProvisionallyRegistered
PEPISATransfer11	ProductTransfer	PdctTrf	1	*	ValueList<ISATransfer3>	ProvisionallyRegistered
PEPISATransfer7	ProductTransfer	PdctTrf	1	*	ValueList<PEPISATransfer8>	ProvisionallyRegistered
PartyAuditTrail1	Record	Rcrd	1	*	ValueList<UpdateLogPartyRecord1Choice_>	ProvisionallyRegistered
PartyAuditTrail2	Record	Rcrd	1	*	ValueList<UpdateLogPartyRecord2Choice_>	ProvisionallyRegistered
PartyIdentification79	AccountOwner	AcctOwnr	1	*	ValueList<PartyIdentification76>	ProvisionallyRegistered
PartyIdentificationAndAccount119	AccountIdentification	AcctId	1	*	ValueList<AccountIdentification30>	ProvisionallyRegistered
PartyIdentificationAndAccount119	PartyIdentification	PtyId	1	*	ValueList<PartyIdentification90>	ProvisionallyRegistered
PartyReferenceDataChange2	Record	Rcrd	1	*	ValueList<UpdateLogPartyRecord1Choice_>	ProvisionallyRegistered
PartyReferenceDataChange3	Record	Rcrd	1	*	ValueList<UpdateLogPartyRecord2Choice_>	ProvisionallyRegistered
PartyUpdate1	Status	Sts	1	*	ValueList<StatusDetail1>	ProvisionallyRegistered
PayInFactors1	CurrencyFactors	CcyFctrs	1	*	ValueList<CurrencyFactors1>	ProvisionallyRegistered
PaymentInstruction10	DirectDebitTransactionInformation	DrctDbtTxInf	1	*	ValueList<DirectDebitTransactionInformation13>	ProvisionallyRegistered
PaymentInstruction11	CreditTransferTransaction	CdtTrfTx	1	*	ValueList<CreditTransferTransaction10>	ProvisionallyRegistered
PaymentInstruction15	DirectDebitTransactionInformation	DrctDbtTxInf	1	*	ValueList<DirectDebitTransactionInformation18>	ProvisionallyRegistered
PaymentInstruction16	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction20>	ProvisionallyRegistered
PaymentInstruction17	CreditTransferTransaction	CdtTrfTx	1	*	ValueList<CreditTransferTransaction21>	ProvisionallyRegistered
PaymentInstruction18	DirectDebitTransactionInformation	DrctDbtTxInf	1	*	ValueList<DirectDebitTransactionInformation19>	ProvisionallyRegistered
PaymentInstruction19	CreditTransferTransaction	CdtTrfTx	1	*	ValueList<CreditTransferTransaction22>	ProvisionallyRegistered
PaymentInstruction20	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction26>	ProvisionallyRegistered
PaymentInstruction21	DirectDebitTransactionInformation	DrctDbtTxInf	1	*	ValueList<DirectDebitTransactionInformation22>	ProvisionallyRegistered
PaymentInstruction22	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction26>	ProvisionallyRegistered
PaymentInstruction23	CreditTransferTransaction	CdtTrfTx	1	*	ValueList<CreditTransferTransaction22>	ProvisionallyRegistered
PaymentInstruction24	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction27>	ProvisionallyRegistered
PaymentInstruction28	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction33>	ProvisionallyRegistered
PaymentInstruction29	DirectDebitTransactionInformation	DrctDbtTxInf	1	*	ValueList<DirectDebitTransactionInformation23>	ProvisionallyRegistered
PaymentInstruction30	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction34>	ProvisionallyRegistered
PaymentInstruction31	CreditTransferTransaction	CdtTrfTx	1	*	ValueList<CreditTransferTransaction35>	ProvisionallyRegistered
PaymentInstruction34	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction40>	ProvisionallyRegistered
PaymentInstruction35	CreditTransferTransaction	CdtTrfTx	1	*	ValueList<CreditTransferTransaction42>	ProvisionallyRegistered
PaymentInstruction36	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction41>	ProvisionallyRegistered
PaymentInstruction37	DirectDebitTransactionInformation	DrctDbtTxInf	1	*	ValueList<DirectDebitTransactionInformation23>	ProvisionallyRegistered
PaymentInstruction38	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction51>	ProvisionallyRegistered
PaymentInstruction39	DirectDebitTransactionInformation	DrctDbtTxInf	1	*	ValueList<DirectDebitTransactionInformation28>	ProvisionallyRegistered
PaymentInstruction40	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction54>	ProvisionallyRegistered
PaymentInstruction41	CreditTransferTransaction	CdtTrfTx	1	*	ValueList<CreditTransferTransaction55>	ProvisionallyRegistered
PaymentInstruction42	CreditTransferTransaction	CdtTrfTx	1	*	ValueList<CreditTransferTransaction57>	ProvisionallyRegistered
PaymentInstruction43	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction59>	ProvisionallyRegistered
PaymentInstruction44	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction61>	ProvisionallyRegistered
PaymentInstruction45	DirectDebitTransactionInformation	DrctDbtTxInf	1	*	ValueList<DirectDebitTransactionInformation32>	ProvisionallyRegistered
PaymentInstruction46	CreditTransferTransaction	CdtTrfTx	1	*	ValueList<CreditTransferTransaction65>	ProvisionallyRegistered
PaymentInstruction48	CreditTransferTransaction	CdtTrfTx	1	*	ValueList<CreditTransferTransaction74>	ProvisionallyRegistered
PaymentInstruction49	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction78>	ProvisionallyRegistered
PaymentInstruction5	CreditTransferTransaction	CdtTrfTx	1	*	ValueList<CreditTransferTransactionInformation14>	ProvisionallyRegistered
PaymentInstruction50	DirectDebitTransactionInformation	DrctDbtTxInf	1	*	ValueList<DirectDebitTransactionInformation34>	ProvisionallyRegistered
PaymentInstruction51	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction76>	ProvisionallyRegistered
PaymentInstruction6	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction1>	ProvisionallyRegistered
PaymentInstruction7	DirectDebitTransactionInformation	DrctDbtTxInf	1	*	ValueList<DirectDebitTransactionInformation11>	ProvisionallyRegistered
PaymentInstruction8	CreditTransferTransaction	CdtTrfTx	1	*	ValueList<CreditTransferTransaction5>	ProvisionallyRegistered
PaymentInstruction9	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransaction6>	ProvisionallyRegistered
PaymentInstructionInformation1	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransactionInformation1>	ProvisionallyRegistered
PaymentInstructionInformation2	DirectDebitTransactionInformation	DrctDbtTxInf	1	*	ValueList<DirectDebitTransactionInformation1>	ProvisionallyRegistered
PaymentInstructionInformation3	CreditTransferTransactionInformation	CdtTrfTxInf	1	*	ValueList<CreditTransferTransactionInformation10>	ProvisionallyRegistered
PaymentInstructionInformation4	DirectDebitTransactionInformation	DrctDbtTxInf	1	*	ValueList<DirectDebitTransactionInformation9>	ProvisionallyRegistered
PaymentInstrument8	CashAccountDetails	CshAcctDtls	1	3	ValueList<CashAccount4>	ProvisionallyRegistered
PaymentInstrument9	CashAccountDetails	CshAcctDtls	1	3	ValueList<CashAccount4>	ProvisionallyRegistered
PaymentInstrumentType1	AuthorityRequestType	AuthrtyReqTp	1	*	ValueList<AuthorityRequestType1>	ProvisionallyRegistered
PointOfInteractionCapabilities4	CardReadingCapabilities	CardRdngCpblties	1	*	SimpleValueList<CardDataReading2Code>	ProvisionallyRegistered
PointOfInteractionComponentAssessment1	Assigner	Assgnr	1	*	SimpleValueList<string>	ProvisionallyRegistered
PortfolioBalance1	DetailedBalance	DtldBal	1	*	ValueList<BalanceDetails6>	ProvisionallyRegistered
PortfolioBalance1	SummaryBalance	SummryBal	1	*	ValueList<BalanceDetails5>	ProvisionallyRegistered
PositionAccount2	Position	Pos	1	*	ValueList<Position1>	ProvisionallyRegistered
PreviousYear1	SpecificPreviousYears	SpcfcPrvsYrs	1	*	SimpleValueList<ushort>	ProvisionallyRegistered
PriceReport1	PriceValuationDetails	PricValtnDtls	1	*	ValueList<PriceValuation2>	ProvisionallyRegistered
PriceReport2	PriceValuationDetails	PricValtnDtls	1	*	ValueList<PriceValuation3>	ProvisionallyRegistered
PriceReport3	PriceValuationDetails	PricValtnDtls	1	*	ValueList<PriceValuation4>	ProvisionallyRegistered
PriceReport4	PriceValuationDetails	PricValtnDtls	1	*	ValueList<PriceValuation5>	ProvisionallyRegistered
ProcessingCharacteristics2	DealingCurrencyAccepted	DealgCcyAccptd	1	*	SimpleValueList<string>	ProvisionallyRegistered
ProcessingCharacteristics3	DealingCurrencyAccepted	DealgCcyAccptd	1	*	SimpleValueList<string>	ProvisionallyRegistered
Proxy1	ProxyType	PrxyTp	1	2	SimpleValueList<ProxyType2Code>	ProvisionallyRegistered
Proxy3	ProxyType	PrxyTp	1	2	SimpleValueList<ProxyType2Code>	ProvisionallyRegistered
Proxy5	ProxyType	PrxyTp	1	2	SimpleValueList<ProxyType2Code>	ProvisionallyRegistered
QualifiedPartyIdentification1	Party	Pty	1	*	ValueList<SingleQualifiedPartyIdentification1>	ProvisionallyRegistered
ReconciliationCounterpartyPairStatistics6	ReconciliationReport	RcncltnRpt	1	*	ValueList<ReconciliationReport14>	ProvisionallyRegistered
ReconciliationCounterpartyPairStatistics7	ReconciliationReport	RcncltnRpt	1	*	ValueList<ReconciliationReport15>	ProvisionallyRegistered
ReconciliationList1	Item	Itm	1	*	ValueList<FinancialItem1>	ProvisionallyRegistered
RecordTechnicalData1	ExchangeReason	XchgRsn	1	*	SimpleValueList<AuthorityExchangeReason1Code>	ProvisionallyRegistered
RecordTechnicalData5	ExchangeReason	XchgRsn	1	*	SimpleValueList<ExternalAuthorityExchangeReason1Code>	ProvisionallyRegistered
RedemptionBulkExecution06	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<RedemptionExecution18>	ProvisionallyRegistered
RedemptionBulkExecution2	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<RedemptionExecution3>	ProvisionallyRegistered
RedemptionBulkExecution3	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<RedemptionExecution5>	ProvisionallyRegistered
RedemptionBulkExecution5	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<RedemptionExecution16>	ProvisionallyRegistered
RedemptionBulkOrder08	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<RedemptionOrder17>	ProvisionallyRegistered
RedemptionBulkOrder2	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<RedemptionOrder3>	ProvisionallyRegistered
RedemptionBulkOrder3	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<RedemptionOrder5>	ProvisionallyRegistered
RedemptionBulkOrder4	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<RedemptionOrder7>	ProvisionallyRegistered
RedemptionBulkOrder6	IndividualOrderDetails	IndvOrdrDtls	1	*	ValueList<RedemptionOrder15>	ProvisionallyRegistered
RedemptionMultipleExecution07	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<RedemptionExecution19>	ProvisionallyRegistered
RedemptionMultipleExecution2	IndividualExecutionDetails	IndvExctnDtls	1	*	ValueList<RedemptionExecution4>	ProvisionallyRegistered
