Component	Property	XmlTag	MinOccurs	MaxOccurs	CSharpType	Status
ATMCustomer1	Authentication	Authntcn	1	*	ValueList<CardholderAuthentication8>	ProvisionallyRegistered
ATMCustomer3	AuthenticationResult	AuthntcnRslt	1	*	ValueList<TransactionVerificationResult5>	ProvisionallyRegistered
ATMCustomer4	Authentication	Authntcn	1	*	ValueList<CardholderAuthentication8>	ProvisionallyRegistered
ATMCustomer6	AuthenticationResult	AuthntcnRslt	1	*	ValueList<TransactionVerificationResult5>	ProvisionallyRegistered
ATMCustomer7	AuthenticationResult	AuthntcnRslt	1	*	ValueList<TransactionVerificationResult5>	ProvisionallyRegistered
ATMCustomer8	Authentication	Authntcn	1	*	ValueList<CardholderAuthentication8>	ProvisionallyRegistered
ATMDepositedMedia1	MediaItems	MdiaItms	1	*	ValueList<ATMDepositedMedia2>	ProvisionallyRegistered
ATMDepositedMedia3	MediaItems	MdiaItms	1	*	ValueList<ATMDepositedMedia2>	ProvisionallyRegistered
ATMDepositedMedia4	MediaItem	MdiaItm	1	*	ValueList<ATMDepositedMediaItem1>	ProvisionallyRegistered
ATMTransaction27	Exception	Xcptn	1	*	SimpleValueList<FailureReason8Code>	ProvisionallyRegistered
ATMTransaction40	Exception	Xcptn	1	*	ValueList<FailureReason8Code>	ProvisionallyRegistered
ATMTransaction44	TotalAuthorisedAmount	TtlAuthrsdAmt	1	*	ValueList<AmountAndCurrency1>	ProvisionallyRegistered
ATMTransaction51	TotalAuthorisedAmount	TtlAuthrsdAmt	1	*	ValueList<ImpliedCurrencyAndAmount>	ProvisionallyRegistered
ATMTransaction51	TotalDepositedAmount	TtlDpstdAmt	1	*	ValueList<AmountAndCurrency1>	ProvisionallyRegistered
AcceptorConfiguration1	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet3>	ProvisionallyRegistered
AcceptorConfiguration10	DataSet	DataSet	1	*	ValueList<AcceptorConfigurationDataSet2>	ProvisionallyRegistered
AcceptorConfiguration11	DataSet	DataSet	1	*	ValueList<AcceptorConfigurationDataSet3>	ProvisionallyRegistered
AcceptorConfiguration12	DataSet	DataSet	1	*	ValueList<AcceptorConfigurationDataSet4>	ProvisionallyRegistered
AcceptorConfiguration13	DataSet	DataSet	1	*	ValueList<AcceptorConfigurationDataSet5>	ProvisionallyRegistered
AcceptorConfiguration14	DataSet	DataSet	1	*	ValueList<AcceptorConfigurationDataSet6>	ProvisionallyRegistered
AcceptorConfiguration15	DataSet	DataSet	1	*	ValueList<AcceptorConfigurationDataSet7>	ProvisionallyRegistered
AcceptorConfiguration2	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet6>	ProvisionallyRegistered
AcceptorConfiguration3	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet11>	ProvisionallyRegistered
AcceptorConfiguration4	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet14>	ProvisionallyRegistered
AcceptorConfiguration5	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet19>	ProvisionallyRegistered
AcceptorConfiguration6	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet20>	ProvisionallyRegistered
AcceptorConfiguration7	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet23>	ProvisionallyRegistered
AcceptorConfiguration8	DataSet	DataSet	1	*	ValueList<TerminalManagementDataSet27>	ProvisionallyRegistered
AcceptorConfiguration9	DataSet	DataSet	1	*	ValueList<AcceptorConfigurationDataSet1>	ProvisionallyRegistered
AccountAndParties1	AuthorityRequestType	AuthrtyReqTp	1	*	ValueList<AuthorityRequestType1>	ProvisionallyRegistered
AccountAndParties2	Role	Role	1	*	ValueList<AccountRole1>	ProvisionallyRegistered
AccountAndParties3	AuthorityRequestType	AuthrtyReqTp	1	*	ValueList<AuthorityRequestType1>	ProvisionallyRegistered
AccountBalance3	Balance	Bal	1	*	ValueList<Balance29>	ProvisionallyRegistered
AccountBalance4	Balance	Bal	1	*	ValueList<CardAccountBalance1>	ProvisionallyRegistered
AccountNotification10	Item	Itm	1	*	ValueList<NotificationItem5>	ProvisionallyRegistered
AccountNotification13	Item	Itm	1	*	ValueList<NotificationItem6>	ProvisionallyRegistered
AccountNotification16	Item	Itm	1	*	ValueList<NotificationItem7>	ProvisionallyRegistered
AccountNotification18	Item	Itm	1	*	ValueList<NotificationItem8>	ProvisionallyRegistered
AccountNotification23	Item	Itm	1	*	ValueList<NotificationItem9>	ProvisionallyRegistered
AccountNotification26	Item	Itm	1	*	ValueList<NotificationItem10>	ProvisionallyRegistered
AccountNotification4	Item	Itm	1	*	ValueList<NotificationItem3>	ProvisionallyRegistered
AccountNotification6	Item	Itm	1	*	ValueList<NotificationItem4>	ProvisionallyRegistered
AccountParties5	JointOwner	JntOwnr	1	5	ValueList<InvestmentAccountOwnershipInformation5>	ProvisionallyRegistered
AccountParties5	Trustee	Trstee	1	5	ValueList<InvestmentAccountOwnershipInformation5>	ProvisionallyRegistered
AccountStatement1	Balance	Bal	1	*	ValueList<CashBalance2>	ProvisionallyRegistered
AccountStatement10	Balance	Bal	1	*	ValueList<CashBalance8>	ProvisionallyRegistered
AccountStatement11	Balance	Bal	1	*	ValueList<CashBalance8>	ProvisionallyRegistered
AccountStatement12	Balance	Bal	1	*	ValueList<CashBalance8>	ProvisionallyRegistered
AccountStatement13	Balance	Bal	1	*	ValueList<CashBalance8>	ProvisionallyRegistered
AccountStatement14	Balance	Bal	1	*	ValueList<CashBalance8>	ProvisionallyRegistered
AccountStatement15	Balance	Bal	1	*	ValueList<CashBalance8>	ProvisionallyRegistered
AccountStatement2	Balance	Bal	1	*	ValueList<CashBalance3>	ProvisionallyRegistered
AccountStatement3	Balance	Bal	1	*	ValueList<CashBalance3>	ProvisionallyRegistered
AccountStatement4	Balance	Bal	1	*	ValueList<CashBalance3>	ProvisionallyRegistered
AccountStatement5	Balance	Bal	1	*	ValueList<CashBalance3>	ProvisionallyRegistered
AccountStatement6	Balance	Bal	1	*	ValueList<CashBalance7>	ProvisionallyRegistered
AccountStatement8	Balance	Bal	1	*	ValueList<CashBalance8>	ProvisionallyRegistered
AccountStatement9	Balance	Bal	1	*	ValueList<CashBalance8>	ProvisionallyRegistered
AccountSubLevel20	ShareholdingBalance	ShrhldgBal	1	*	ValueList<ShareholdingBalance1>	ProvisionallyRegistered
AccountSubLevel23	ShareholdingBalance	ShrhldgBal	1	*	ValueList<ShareholdingBalance1>	ProvisionallyRegistered
AccountSubLevel25	ShareholdingBalance	ShrhldgBal	1	*	ValueList<ShareholdingBalance1>	ProvisionallyRegistered
AcquirerHostConfiguration1	MessageToSend	MsgToSnd	1	*	SimpleValueList<MessageFunction3Code>	ProvisionallyRegistered
AcquirerProtocolParameters1	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification32>	ProvisionallyRegistered
AcquirerProtocolParameters10	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification53>	ProvisionallyRegistered
AcquirerProtocolParameters11	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification53>	ProvisionallyRegistered
AcquirerProtocolParameters12	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification53>	ProvisionallyRegistered
AcquirerProtocolParameters13	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification176>	ProvisionallyRegistered
AcquirerProtocolParameters14	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification176>	ProvisionallyRegistered
AcquirerProtocolParameters15	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification176>	ProvisionallyRegistered
AcquirerProtocolParameters16	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification176>	ProvisionallyRegistered
AcquirerProtocolParameters17	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification176>	ProvisionallyRegistered
AcquirerProtocolParameters18	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification176>	ProvisionallyRegistered
AcquirerProtocolParameters3	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification32>	ProvisionallyRegistered
AcquirerProtocolParameters6	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification32>	ProvisionallyRegistered
AcquirerProtocolParameters7	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification53>	ProvisionallyRegistered
AcquirerProtocolParameters9	AcquirerIdentification	AcqrrId	1	*	ValueList<GenericIdentification53>	ProvisionallyRegistered
ActivityReportItems2	ReportedItem	RptdItm	1	*	ValueList<ActivityDetails1>	ProvisionallyRegistered
ActivityReportItems3	ReportedEntity	RptdNtty	1	*	ValueList<BICIdentification1>	ProvisionallyRegistered
ActivityReportItems3	ReportedItem	RptdItm	1	*	ValueList<ActivityDetails1>	ProvisionallyRegistered
AdditionalInformation5	Information	Inf	1	*	SimpleValueList<string>	ProvisionallyRegistered
AggregateBalanceInformation13	PriceDetails	PricDtls	1	*	ValueList<PriceInformation5>	ProvisionallyRegistered
AggregateBalanceInformation17	PriceDetails	PricDtls	1	*	ValueList<PriceInformation5>	ProvisionallyRegistered
AggregateBalanceInformation2	HoldingValue	HldgVal	1	*	ValueList<ActiveOrHistoricCurrencyAndAmount>	ProvisionallyRegistered
AggregateBalanceInformation2	PriceDetails	PricDtls	1	*	ValueList<PriceInformation1>	ProvisionallyRegistered
AggregateBalanceInformation22	PriceDetails	PricDtls	1	*	ValueList<PriceInformation5>	ProvisionallyRegistered
AggregateBalanceInformation26	PriceDetails	PricDtls	1	*	ValueList<PriceInformation5>	ProvisionallyRegistered
AggregateBalanceInformation3	HoldingValue	HldgVal	1	*	ValueList<ActiveOrHistoricCurrencyAndAmount>	ProvisionallyRegistered
AggregateBalanceInformation3	PriceDetails	PricDtls	1	*	ValueList<PriceInformation2>	ProvisionallyRegistered
AggregateBalanceInformation31	PriceDetails	PricDtls	1	*	ValueList<PriceInformation12>	ProvisionallyRegistered
AggregateBalanceInformation32	PriceDetails	PricDtls	1	*	ValueList<PriceInformation14>	ProvisionallyRegistered
AggregateBalanceInformation37	PriceDetails	PricDtls	1	*	ValueList<PriceInformation20>	ProvisionallyRegistered
AggregateBalanceInformation38	PriceDetails	PricDtls	1	*	ValueList<PriceInformation22>	ProvisionallyRegistered
AggregateBalanceInformation40	PriceDetails	PricDtls	1	*	ValueList<PriceInformation20>	ProvisionallyRegistered
AggregateBalanceInformation43	PriceDetails	PricDtls	1	*	ValueList<PriceInformation22>	ProvisionallyRegistered
AggregateBalanceInformation45	PriceDetails	PricDtls	1	*	ValueList<PriceInformation29>	ProvisionallyRegistered
AggregateBalanceInformation8	PriceDetails	PricDtls	1	*	ValueList<PriceInformation5>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace12	PriceDetails	PricDtls	1	*	ValueList<PriceInformation5>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace16	PriceDetails	PricDtls	1	*	ValueList<PriceInformation5>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace2	HoldingValue	HldgVal	1	*	ValueList<ActiveOrHistoricCurrencyAndAmount>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace2	PriceDetails	PricDtls	1	*	ValueList<PriceInformation1>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace21	PriceDetails	PricDtls	1	*	ValueList<PriceInformation5>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace25	PriceDetails	PricDtls	1	*	ValueList<PriceInformation5>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace29	PriceDetails	PricDtls	1	*	ValueList<PriceInformation12>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace30	PriceDetails	PricDtls	1	*	ValueList<PriceInformation14>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace34	PriceDetails	PricDtls	1	*	ValueList<PriceInformation20>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace35	PriceDetails	PricDtls	1	*	ValueList<PriceInformation22>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace37	PriceDetails	PricDtls	1	*	ValueList<PriceInformation20>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace4	HoldingValue	HldgVal	1	*	ValueList<ActiveOrHistoricCurrencyAndAmount>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace4	PriceDetails	PricDtls	1	*	ValueList<PriceInformation2>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace40	PriceDetails	PricDtls	1	*	ValueList<PriceInformation22>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace42	PriceDetails	PricDtls	1	*	ValueList<PriceInformation29>	ProvisionallyRegistered
AggregateBalancePerSafekeepingPlace7	PriceDetails	PricDtls	1	*	ValueList<PriceInformation5>	ProvisionallyRegistered
AggregateHoldingBalance1	BalanceForFinancialInstrument	BalForFinInstrm	1	*	ValueList<FinancialInstrumentAggregateBalance1>	ProvisionallyRegistered
AggregateHoldingBalance2	BalanceForFinancialInstrument	BalForFinInstrm	1	*	ValueList<FinancialInstrumentAggregateBalance1>	ProvisionallyRegistered
AggregateHoldingBalance3	BalanceForAccount	BalForAcct	1	*	ValueList<AggregateHoldingBalance1>	ProvisionallyRegistered
AmountAndTrigger1	Trigger	Trggr	1	*	ValueList<Trigger1>	ProvisionallyRegistered
AncillaryPurchase1	Tax	Tax	1	*	ValueList<Tax33>	ProvisionallyRegistered
AuthenticatedData1	Recipient	Rcpt	1	*	ValueList<Recipient1Choice_>	ProvisionallyRegistered
AuthenticatedData10	Recipient	Rcpt	1	*	ValueList<Recipient15Choice_>	ProvisionallyRegistered
AuthenticatedData2	Recipient	Rcpt	1	*	ValueList<Recipient2Choice_>	ProvisionallyRegistered
AuthenticatedData3	Recipient	Rcpt	1	*	ValueList<Recipient3Choice_>	ProvisionallyRegistered
AuthenticatedData4	Recipient	Rcpt	1	*	ValueList<Recipient4Choice_>	ProvisionallyRegistered
AuthenticatedData5	Recipient	Rcpt	1	*	ValueList<Recipient6Choice_>	ProvisionallyRegistered
AuthenticatedData6	Recipient	Rcpt	1	*	ValueList<Recipient8Choice_>	ProvisionallyRegistered
AuthenticatedData7	Recipient	Rcpt	1	*	ValueList<Recipient10Choice_>	ProvisionallyRegistered
AuthenticatedData8	Recipient	Rcpt	1	*	ValueList<Recipient11Choice_>	ProvisionallyRegistered
AuthenticatedData9	Recipient	Rcpt	1	*	ValueList<Recipient14Choice_>	ProvisionallyRegistered
AutomaticVariation1	AmountAndTrigger	AmtAndTrggr	1	*	ValueList<AmountAndTrigger1>	ProvisionallyRegistered
AvailableFinancialResourcesAmount1	CCPSkinInTheGame	CCPSkinInTheGame	1	*	ValueList<ReportingAssetBreakdown1>	ProvisionallyRegistered
AvailableFinancialResourcesAmount2	CCPSkinInTheGame	CCPSkinInTheGame	1	*	ValueList<ReportingAssetBreakdown2>	ProvisionallyRegistered
Baseline3	PaymentTerms	PmtTerms	1	*	ValueList<PaymentTerms1>	ProvisionallyRegistered
Baseline4	PaymentTerms	PmtTerms	1	*	ValueList<PaymentTerms5>	ProvisionallyRegistered
Baseline5	PaymentTerms	PmtTerms	1	*	ValueList<PaymentTerms5>	ProvisionallyRegistered
BillingMethod1	TaxIdentification	TaxId	1	3	ValueList<BillingServicesTax1>	ProvisionallyRegistered
BillingMethod2	TaxIdentification	TaxId	1	3	ValueList<BillingServicesTax1>	ProvisionallyRegistered
BillingMethod3	TaxIdentification	TaxId	1	3	ValueList<BillingServicesTax2>	ProvisionallyRegistered
BillingMethod4	ServiceDetail	SvcDtl	1	*	ValueList<BillingServiceParameters2>	ProvisionallyRegistered
Blocked1	OrderType	OrdrTp	1	*	ValueList<FundOrderType1Choice_>	ProvisionallyRegistered
Blocked2	OrderType	OrdrTp	1	*	ValueList<OrderType2Choice_>	ProvisionallyRegistered
BusinessDay6	SystemIdentification	SysId	1	*	ValueList<SystemIdentification2Choice_>	ProvisionallyRegistered
BusinessDay8	SystemIdentification	SysId	1	*	ValueList<SystemIdentification2Choice_>	ProvisionallyRegistered
BusinessError4	BusinessError	BizErr	1	*	ValueList<ErrorHandling5>	ProvisionallyRegistered
BusinessLetter1	AuthorisationUser	AuthstnUsr	1	*	ValueList<QualifiedPartyIdentification1>	ProvisionallyRegistered
BusinessLetter1	PrimaryRecipient	PmryRcpt	1	*	ValueList<QualifiedPartyIdentification1>	ProvisionallyRegistered
BusinessPayload1	BusinessContent	BizCntt	1	*	SimpleValueList<IsoLaxPayload>	ProvisionallyRegistered
CardPaymentDataSet1	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals1>	ProvisionallyRegistered
CardPaymentDataSet10	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction3Choice_>	ProvisionallyRegistered
CardPaymentDataSet10	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals3>	ProvisionallyRegistered
CardPaymentDataSet12	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals3>	ProvisionallyRegistered
CardPaymentDataSet13	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction4Choice_>	ProvisionallyRegistered
CardPaymentDataSet13	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals7>	ProvisionallyRegistered
CardPaymentDataSet14	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals7>	ProvisionallyRegistered
CardPaymentDataSet16	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction5Choice_>	ProvisionallyRegistered
CardPaymentDataSet16	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals7>	ProvisionallyRegistered
CardPaymentDataSet18	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals7>	ProvisionallyRegistered
CardPaymentDataSet19	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction6Choice_>	ProvisionallyRegistered
CardPaymentDataSet19	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals7>	ProvisionallyRegistered
CardPaymentDataSet2	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals1>	ProvisionallyRegistered
CardPaymentDataSet21	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals7>	ProvisionallyRegistered
CardPaymentDataSet22	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction7Choice_>	ProvisionallyRegistered
CardPaymentDataSet22	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals7>	ProvisionallyRegistered
CardPaymentDataSet23	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction8Choice_>	ProvisionallyRegistered
CardPaymentDataSet23	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals7>	ProvisionallyRegistered
CardPaymentDataSet24	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals7>	ProvisionallyRegistered
CardPaymentDataSet26	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction9Choice_>	ProvisionallyRegistered
CardPaymentDataSet26	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals12>	ProvisionallyRegistered
CardPaymentDataSet27	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals12>	ProvisionallyRegistered
CardPaymentDataSet29	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction10Choice_>	ProvisionallyRegistered
CardPaymentDataSet29	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals12>	ProvisionallyRegistered
CardPaymentDataSet31	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals12>	ProvisionallyRegistered
CardPaymentDataSet33	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals12>	ProvisionallyRegistered
CardPaymentDataSet34	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction11Choice_>	ProvisionallyRegistered
CardPaymentDataSet34	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals12>	ProvisionallyRegistered
CardPaymentDataSet36	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals12>	ProvisionallyRegistered
CardPaymentDataSet37	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction12Choice_>	ProvisionallyRegistered
CardPaymentDataSet37	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals12>	ProvisionallyRegistered
CardPaymentDataSet39	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals12>	ProvisionallyRegistered
CardPaymentDataSet4	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction1Choice_>	ProvisionallyRegistered
CardPaymentDataSet4	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals2>	ProvisionallyRegistered
CardPaymentDataSet40	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction13Choice_>	ProvisionallyRegistered
CardPaymentDataSet40	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals12>	ProvisionallyRegistered
CardPaymentDataSet42	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals12>	ProvisionallyRegistered
CardPaymentDataSet43	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction14Choice_>	ProvisionallyRegistered
CardPaymentDataSet43	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals12>	ProvisionallyRegistered
CardPaymentDataSet5	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals2>	ProvisionallyRegistered
CardPaymentDataSet7	Transaction	Tx	1	*	ValueList<CardPaymentDataSetTransaction2Choice_>	ProvisionallyRegistered
CardPaymentDataSet7	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals2>	ProvisionallyRegistered
CardPaymentDataSet9	TransactionTotals	TxTtls	1	*	ValueList<TransactionTotals2>	ProvisionallyRegistered
CardProgrammeMode2	Identification	Id	1	*	SimpleValueList<string>	ProvisionallyRegistered
CardTransactionDetail5	MessageReason	MsgRsn	1	*	SimpleValueList<MessageReason1Code>	ProvisionallyRegistered
CashMovement1	AccountDetails	AcctDtls	1	2	ValueList<CashAccount18>	ProvisionallyRegistered
CashMovement2	AccountDetails	AcctDtls	1	2	ValueList<CashAccount19>	ProvisionallyRegistered
CashMovement3	AccountDetails	AcctDtls	1	2	ValueList<CashAccount18>	ProvisionallyRegistered
CashProceeds1	AccountDetails	AcctDtls	1	2	ValueList<CashAccount19>	ProvisionallyRegistered
CashReuseData1	ReinvestedCash	RinvstdCsh	1	*	ValueList<ReinvestedCashTypeAndAmount1>	ProvisionallyRegistered
CashSortingCriterion1	ForecastBreakdownDetails	FcstBrkdwnDtls	1	*	ValueList<ForecastParameter1>	ProvisionallyRegistered
CashSortingCriterion2	ForecastBreakdownDetails	FcstBrkdwnDtls	1	*	ValueList<ForecastParameter2>	ProvisionallyRegistered
CertificateIssuer1	RelativeDistinguishedName	RltvDstngshdNm	1	*	ValueList<RelativeDistinguishedName1>	ProvisionallyRegistered
CertificationRequest2	Attribute	Attr	1	*	ValueList<RelativeDistinguishedName2>	ProvisionallyRegistered
ChargesPerTransaction3	Record	Rcrd	1	*	ValueList<ChargesPerTransactionRecord3>	ProvisionallyRegistered
ChargesPerTransaction4	Record	Rcrd	1	*	ValueList<ChargesPerTransactionRecord4>	ProvisionallyRegistered
ChargesPerTransaction5	Record	Rcrd	1	*	ValueList<ChargesPerTransactionRecord5>	ProvisionallyRegistered
ChargesPerTransaction6	Record	Rcrd	1	*	ValueList<ChargesPerTransactionRecord6>	ProvisionallyRegistered
ChargesPerTransactionRecord3	ChargesBreakdown	ChrgsBrkdwn	1	*	ValueList<ChargesBreakdown1>	ProvisionallyRegistered
ChargesPerTransactionRecord4	ChargesBreakdown	ChrgsBrkdwn	1	*	ValueList<ChargesBreakdown1>	ProvisionallyRegistered
ChargesPerTransactionRecord5	ChargesBreakdown	ChrgsBrkdwn	1	*	ValueList<ChargesBreakdown1>	ProvisionallyRegistered
ChargesPerTransactionRecord6	ChargesBreakdown	ChrgsBrkdwn	1	*	ValueList<ChargesBreakdown1>	ProvisionallyRegistered
ChargesPerType3	Record	Rcrd	1	*	ValueList<ChargesPerTypeRecord3>	ProvisionallyRegistered
ChargesPerType4	Record	Rcrd	1	*	ValueList<ChargesPerTypeRecord4>	ProvisionallyRegistered
ChargesPerType5	Record	Rcrd	1	*	ValueList<ChargesPerTypeRecord5>	ProvisionallyRegistered
ChargesPerType6	Record	Rcrd	1	*	ValueList<ChargesPerTypeRecord6>	ProvisionallyRegistered
ChargesRecord4	UnderlyingTransaction	UndrlygTx	1	*	ValueList<TransactionReferences7>	ProvisionallyRegistered
ChargesRecord5	UnderlyingTransaction	UndrlygTx	1	*	ValueList<TransactionReferences7>	ProvisionallyRegistered
ClassificationType4	LegalFramework	LglFrmwk	1	*	ValueList<ExternalLegalFramework1Code>	ProvisionallyRegistered
ClearedProduct1	TradingVenue	TradgVn	1	*	SimpleValueList<string>	ProvisionallyRegistered
ClearedProduct2	TradingVenue	TradgVn	1	*	ValueList<IsoMICIdentifier>	ProvisionallyRegistered
ClearedProduct3	TradingVenue	TradgVn	1	*	SimpleValueList<IsoMICIdentifier>	ProvisionallyRegistered
Clearing3	ClearingMember	ClrMmb	1	*	ValueList<PartyIdentificationAndAccount78>	ProvisionallyRegistered
Clearing5	ClearingMember	ClrMmb	1	*	ValueList<PartyIdentificationAndAccount149>	ProvisionallyRegistered
Clearing6	ClearingMember	ClrMmb	1	*	ValueList<PartyIdentificationAndAccount219>	ProvisionallyRegistered
ClearingAccount1	CollateralAccountOwner	CollAcctOwnr	1	*	ValueList<CollateralAccount5>	ProvisionallyRegistered
ClearingMember1	ClearingAccountOwner	ClrAcctOwnr	1	*	ValueList<ClearingAccount1>	ProvisionallyRegistered
CloseLink5	SecurityIdentification	SctyId	1	*	ValueList<SecurityIdentification19>	ProvisionallyRegistered
CollateralAccount4	AssetHolding	AsstHldg	1	*	ValueList<AssetHolding1>	ProvisionallyRegistered
CollateralAccount5	RelatedMarginAccount	RltdMrgnAcct	1	*	ValueList<MarginAccount1>	ProvisionallyRegistered
CommercialDataSet3	Goods	Goods	1	*	ValueList<LineItem9>	ProvisionallyRegistered
CommercialDataSet3	PaymentTerms	PmtTerms	1	*	ValueList<PaymentTerms1>	ProvisionallyRegistered
CommercialDataSet4	Goods	Goods	1	*	ValueList<LineItem12>	ProvisionallyRegistered
CommercialDataSet4	PaymentTerms	PmtTerms	1	*	ValueList<PaymentTerms4>	ProvisionallyRegistered
CommercialDataSet5	Goods	Goods	1	*	ValueList<LineItem15>	ProvisionallyRegistered
CommercialDataSet5	PaymentTerms	PmtTerms	1	*	ValueList<PaymentTerms4>	ProvisionallyRegistered
CommunicationCharacteristics2	RemoteParty	RmotPty	1	*	SimpleValueList<PartyType7Code>	ProvisionallyRegistered
CommunicationCharacteristics3	RemoteParty	RmotPty	1	*	SimpleValueList<PartyType7Code>	ProvisionallyRegistered
CommunicationCharacteristics4	RemoteParty	RmotPty	1	*	SimpleValueList<PartyType7Code>	ProvisionallyRegistered
CommunicationCharacteristics5	RemoteParty	RmotPty	1	*	SimpleValueList<PartyType7Code>	ProvisionallyRegistered
ConcentrationAgent1	Account	Acct	1	*	ValueList<ConcentrationAccount1>	ProvisionallyRegistered
ConditionallyAcceptedStatus2	ReasonDetails	RsnDtls	1	5	ValueList<ConditionallyAcceptedStatusReason2>	ProvisionallyRegistered
ConditionallyAcceptedStatusReason1	Structured	Strd	1	4	SimpleValueList<ConditionallyAcceptedStatusReason1Code>	ProvisionallyRegistered
ContractRegistration1	ContractRegistrationOpening	CtrctRegnOpng	1	*	ValueList<ContractRegistration2>	ProvisionallyRegistered
ContractRegistration3	ContractRegistrationOpening	CtrctRegnOpng	1	*	ValueList<ContractRegistration4>	ProvisionallyRegistered
ContractRegistration5	ContractRegistrationOpening	CtrctRegnOpng	1	*	ValueList<ContractRegistration6>	ProvisionallyRegistered
ContractRegistration7	ContractRegistrationOpening	CtrctRegnOpng	1	*	ValueList<ContractRegistration8>	ProvisionallyRegistered
